precip,snofall, snomlt,surq_gen,latq,wateryld,perc,et,tloss, eplant,esoil,surq_cont,cn,sw_init,sw_final,sw_ave, sw_300,sno_init,sno_final,snopack, pet,qtile, irr,surq_runon,latq_runon,overbank,surq_cha,surq_res,surq_ls,latq_cha,latq_res,latq_ls,flo_out
3.18E-02,2.66E-03,0,9.66E-07,1.64,1.64,5.06E-02,0.281,0,1.36E-03,3.07E-02,0,43.8,230,230,230,54.2,0,0,0,0.355,0,0,0,0,0,0,0,0,1.64,0,0,0.266
7.68E-02,5.67E-03,0.283,9.66E-07,1.33,1.33,4.87E-02,0.337,0,2.94E-03,6.59E-02,0,43.3,230,229,229,54.2,0,0,0,0.476,0,0,0,0,0,0,0,0,1.33,0,0,0.22
3.18E-02,2.66E-03,2.66E-03,9.66E-07,1.04,1.04,4.61E-02,0.118,0,3.43E-03,6.33E-02,0,43.3,229,229,229,54,0,0,0,0.28,0,0,0,0,0,0,0,0,1.04,0,0,0.159
0.146,8.33E-03,0,9.66E-07,0.824,0.824,4.42E-02,5.23E-03,0,0,2.72E-04,0,43.8,229,228,228,54,0,0,0,5.33E-03,0,0,0,0,0,0,0,0,0.824,0,0,0.116
2.65,0,8.33E-03,9.66E-07,0.955,0.955,4.54E-02,0.587,0,0,2.74E-02,0,43.3,228,228,228,54.1,0,0,0,0.598,0,0,0,0,0,0,0,0,0.955,0,0,0.187
1.7,0,0,9.66E-07,1.07,1.07,4.46E-02,0.368,0,0,1.67E-02,0,43.3,228,228,228,54,0,0,0,0.375,0,0,0,0,0,0,0,0,1.07,0,0,0.255
16.2,0,0,1.16E-02,4.92,4.93,8.42E-02,0.588,0,0,2.56E-02,1.16E-02,43.3,228,230,229,54.2,0,0,0,0.598,0,0,0,0,0,1.16E-02,0,0,4.92,0,0,1.59
0,0,0,9.66E-07,3.61,3.61,4.84E-02,1.01,0,3.15E-03,9.90E-02,0,43.3,230,229,229,54.1,0,0,0,1.17,0,0,0,0,0,0,0,0,3.61,0,0,1.04
15.5,0,0,7.60E-02,6.15,6.22,8.52E-02,0.88,0,0,3.87E-02,7.60E-02,43.3,229,231,230,54.4,0,0,0,0.895,0,0,0,0,0,7.60E-02,0,0,6.15,0,0,1.75
3.87,0,0,9.63E-03,5.28,5.29,6.17E-02,0.712,0,0,3.16E-02,9.63E-03,43.3,231,230,230,54.4,0,0,0,0.725,0,0,0,0,0,9.63E-03,0,0,5.28,0,0,1.38
12.7,0,0,0.113,6.95,7.06,8.55E-02,0.574,0,0,2.65E-02,0.113,43.3,230,231,231,54.5,0,0,0,0.584,0,0,0,0,0,0.113,0,0,6.95,0,0,1.91
17.3,0,0,0.312,9.35,9.66,0.103,0.168,0,0,1.10E-02,0.312,43.3,231,232,232,54.7,0,0,0,0.173,0,0,0,0,0,0.312,0,0,9.35,0,0,2.65
12.8,0,0,0.282,10.1,10.4,9.76E-02,0.431,0,0,1.99E-02,0.282,43.3,232,233,233,54.8,0,0,0,0.439,0,0,0,0,0,0.282,0,0,10.1,0,0,2.86
7.02,0,0,0.113,9.05,9.16,8.30E-02,0.133,0,0,8.05E-03,0.113,43.3,233,233,233,54.8,0,0,0,0.136,0,0,0,0,0,0.113,0,0,9.05,0,0,2.45
9.95,0,0,0.244,9.07,9.32,9.15E-02,0.505,0,0,2.35E-02,0.244,43.3,233,233,233,54.9,0,0,0,0.515,0,0,0,0,0,0.244,0,0,9.07,0,0,2.29
9.11,0,0,0.182,8.88,9.06,8.91E-02,0.419,0,0,2.37E-02,0.182,43.3,233,233,233,54.9,0,0,0,0.427,0,0,0,0,0,0.182,0,0,8.88,0,0,2.36
23.1,0,0,0.761,12.2,13,0.128,0.35,0,0,1.63E-02,0.761,43.3,233,234,234,55.1,0,0,0,0.357,0,0,0,0,0,0.761,0,0,12.2,0,0,3.36
8.89,0,0,0.212,11.1,11.3,9.59E-02,0.769,0,0,3.43E-02,0.212,43.3,234,234,234,55.1,0,0,0,0.782,0,0,0,0,0,0.212,0,0,11.1,0,0,2.81
0.946,0,0,9.66E-07,8.23,8.23,7.12E-02,0.178,0,0,8.92E-03,0,43.3,234,233,234,54.8,0,0,0,0.181,0,0,0,0,0,0,0,0,8.23,0,0,1.96
8.43,0,0,8.11E-02,8.13,8.21,8.84E-02,0.391,0,0,1.79E-02,8.11E-02,43.3,233,233,233,55,0,0,0,0.398,0,0,0,0,0,8.11E-02,0,0,8.13,0,0,1.92
4.23,0,0,2.66E-02,6.96,6.99,7.66E-02,1.05,0,0,4.56E-02,2.66E-02,43.3,233,233,233,54.9,0,0,0,1.07,0,0,0,0,0,2.66E-02,0,0,6.96,0,0,1.55
7.37,0,0,0.114,6.71,6.82,8.18E-02,1.25,0,0,5.48E-02,0.114,43.3,233,233,233,54.9,0,0,0,1.27,0,0,0,0,0,0.114,0,0,6.71,0,0,1.47
0.21,1.36E-02,1.17E-02,9.66E-07,4.97,4.97,6.37E-02,0.753,0,8.38E-03,0.179,0,43.3,233,232,232,54.6,0,0,0,1.14,0,0,0,0,0,0,0,0,4.97,0,0,1.01
18.2,10.6,0,0.225,5.01,5.23,7.82E-02,0.857,0,0,2.74E-02,0.225,43.3,232,232,232,54.7,0,0,0,0.883,0,0,0,0,0,0.225,0,0,5.01,0,0,0.827
0.875,0,10.5,0.116,6.66,6.77,9.03E-02,0.375,0,0,1.34E-02,0.116,43.3,232,232,232,54.8,0,0,0,0.385,0,0,0,0,0,0.116,0,0,6.66,0,0,1.6
1.65,0,6.78E-02,6.45E-04,5.22,5.22,6.44E-02,0.546,0,0,2.48E-02,6.44E-04,43.3,232,232,232,54.7,0,0,0,0.557,0,0,0,0,0,6.44E-04,0,0,5.22,0,0,1.22
2.02,0,0,1.33E-03,4.25,4.25,6.19E-02,0.994,0,0,4.40E-02,1.33E-03,43.3,232,231,231,54.6,0,0,0,1.01,0,0,0,0,0,1.33E-03,0,0,4.25,0,0,0.962
4.74,1.99,1.99,8.11E-03,4.13,4.13,6.58E-02,0.596,0,0,2.72E-02,8.11E-03,43.3,231,231,231,54.6,0,0,0,0.607,0,0,0,0,0,8.11E-03,0,0,4.13,0,0,0.997
4.63,2.34,2.32,1.25E-02,4.06,4.07,6.62E-02,0.363,0,0,1.32E-02,1.25E-02,43.3,231,231,231,54.6,0,0,0,0.372,0,0,0,0,0,1.25E-02,0,0,4.06,0,0,0.921
4.44,0,1.62E-02,2.09E-02,4.05,4.07,6.64E-02,0.261,0,0,1.28E-02,2.09E-02,43.3,231,231,231,54.6,0,0,0,0.266,0,0,0,0,0,2.09E-02,0,0,4.05,0,0,0.906
2.14,0,0,2.15E-03,3.48,3.48,6.01E-02,0.266,0,0,1.30E-02,2.15E-03,43.3,231,231,231,54.6,0,0,0,0.271,0,0,0,0,0,2.15E-03,0,0,3.48,0,0,0.741
40.5,0,0,1.42,12.7,14.2,0.166,0.356,0,0,1.64E-02,1.42,43.3,231,234,233,55.1,0,0,0,0.362,0,0,0,0,0,1.42,0,0,12.7,0,0,3.86
0.119,0,0,4.03E-04,9.34,9.34,7.18E-02,0.478,0,0,2.31E-02,0,43.3,234,233,234,54.8,0,0,0,0.487,0,0,0,0,0,0,0,0,9.34,0,0,2.36
18.6,0,0,0.444,11.4,11.8,0.116,0.677,0,0,3.08E-02,0.444,43.3,233,234,234,55.1,0,0,0,0.688,0,0,0,0,0,0.444,0,0,11.4,0,0,3.16
0,0,0,1.54E-05,8.37,8.37,7.04E-02,0.152,0,0,9.94E-03,0,43.3,234,233,234,54.8,0,0,0,0.155,0,0,0,0,0,0,0,0,8.37,0,0,2.11
0.372,1.60E-02,1.60E-02,4.44E-06,6.17,6.17,6.47E-02,0.135,0,0,9.86E-03,0,43.3,233,232,232,54.6,0,0,0,0.138,0,0,0,0,0,0,0,0,6.17,0,0,1.5
3.73E-02,2.66E-03,2.66E-03,1.87E-06,4.56,4.56,6.00E-02,0.367,0,2.77E-04,2.54E-02,0,43.3,232,231,232,54.5,0,0,0,0.386,0,0,0,0,0,0,0,0,4.56,0,0,1.06
0,0,0,1.21E-06,3.4,3.4,5.61E-02,0.507,0,4.31E-03,0.109,0,43.3,231,230,231,54.3,0,0,0,0.699,0,0,0,0,0,0,0,0,3.4,0,0,0.756
0,0,0,1.03E-06,2.55,2.55,5.29E-02,0.455,0,1.05E-02,0.212,0,43.3,230,230,230,54,0,0,0,0.92,0,0,0,0,0,0,0,0,2.55,0,0,0.536
0,0,0,9.85E-07,1.93,1.93,5.01E-02,0.361,0,1.19E-02,0.225,0,43.3,230,229,229,53.7,0,0,0,0.893,0,0,0,0,0,0,0,0,1.93,0,0,0.382
0,0,0,9.71E-07,1.47,1.47,4.76E-02,0.4,0,1.34E-02,0.254,0,43.3,229,228,229,53.4,0,0,0,0.997,0,0,0,0,0,0,0,0,1.47,0,0,0.273
0,0,0,9.67E-07,1.14,1.14,4.55E-02,0.658,0,2.14E-02,0.404,0,43.8,228,227,228,52.9,0,0,0,1.61,0,0,0,0,0,0,0,0,1.14,0,0,0.196
3.91E-02,3.57E-03,9.14E-04,9.66E-07,0.892,0.892,4.36E-02,0.6,0,1.82E-02,0.346,0,43.8,227,227,227,52.5,0,0,0,1.41,0,0,0,0,0,0,0,0,0.892,0,0,0.142
0,0,2.66E-03,9.66E-07,0.709,0.709,4.19E-02,0.217,0,7.21E-03,0.138,0,43.8,227,226,226,52.3,0,0,0,0.538,0,0,0,0,0,0,0,0,0.709,0,0,0.102
3.83E-02,0,0,9.66E-07,0.573,0.573,4.04E-02,0.112,0,2.45E-03,5.01E-02,0,43.3,226,226,226,52.2,0,0,0,0.222,0,0,0,0,0,0,0,0,0.573,0,0,7.43E-02
3.18,0,0,9.66E-07,0.677,0.677,4.08E-02,0.969,0,9.15E-07,4.30E-02,0,43.3,226,227,226,53.1,0,0,0,0.984,0,0,0,0,0,0,0,0,0.677,0,0,0.175
0.555,0,0,9.66E-07,0.541,0.541,3.79E-02,0.524,0,2.27E-06,2.43E-02,0,43.3,227,226,227,53,0,0,0,0.533,0,0,0,0,0,0,0,0,0.541,0,0,0.11
0,0,0,9.66E-07,0.438,0.438,3.66E-02,0.686,0,4.03E-03,0.107,0,43.3,226,226,226,52.9,0,0,0,0.869,0,0,0,0,0,0,0,0,0.438,0,0,7.70E-02
2.31,0,0,9.66E-07,0.507,0.507,3.69E-02,0.721,0,0,3.30E-02,0,43.3,226,226,226,53.1,0,0,0,0.732,0,0,0,0,0,0,0,0,0.507,0,0,0.14
2.34,0,0,9.66E-07,0.676,0.676,3.72E-02,0.523,0,0,2.42E-02,0,43.3,226,227,226,53.5,0,0,0,0.532,0,0,0,0,0,0,0,0,0.676,0,0,0.216
5.11,0,0,9.66E-07,1.55,1.55,4.47E-02,0.244,0,0,1.25E-02,0,43.3,227,227,227,53.7,0,0,0,0.248,0,0,0,0,0,0,0,0,1.55,0,0,0.471
18.5,0,0,9.09E-03,5.74,5.75,8.53E-02,0.433,0,0,2.01E-02,9.09E-03,43.3,227,229,228,54,0,0,0,0.44,0,0,0,0,0,9.09E-03,0,0,5.74,0,0,1.75
16.1,0,0,6.67E-02,8.1,8.17,9.01E-02,0.291,0,0,1.39E-02,6.67E-02,43.3,229,231,230,54.3,0,0,0,0.297,0,0,0,0,0,6.67E-02,0,0,8.1,0,0,2.18
3.73E-02,0,0,9.66E-07,5.93,5.93,5.41E-02,0.865,0,0,3.89E-02,0,43.3,231,230,230,54.1,0,0,0,0.878,0,0,0,0,0,0,0,0,5.93,0,0,1.47
15.9,0,0,0.106,8.06,8.16,9.21E-02,0.638,0,0,2.97E-02,0.106,43.3,230,231,231,54.4,0,0,0,0.648,0,0,0,0,0,0.106,0,0,8.06,0,0,2.08
6.7,0,0,5.26E-02,7.49,7.54,7.40E-02,0.258,0,0,1.21E-02,5.26E-02,43.3,231,231,231,54.4,0,0,0,0.263,0,0,0,0,0,5.26E-02,0,0,7.49,0,0,1.95
4.58E-02,0,0,9.66E-07,5.5,5.5,5.63E-02,0.842,0,0,3.85E-02,0,43.3,231,230,231,54.3,0,0,0,0.855,0,0,0,0,0,0,0,0,5.5,0,0,1.34
0.537,0,0,9.66E-07,4.05,4.05,5.24E-02,1.16,0,4.82E-03,0.149,0,43.3,230,230,230,54.1,0,0,0,1.38,0,0,0,0,0,0,0,0,4.05,0,0,0.952
28.6,0,0,0.428,9.82,10.3,0.125,0.796,0,0,3.57E-02,0.428,43.3,230,233,231,54.7,0,0,0,0.808,0,0,0,0,0,0.428,0,0,9.82,0,0,2.88
27.6,0,0,0.747,14.1,14.8,0.137,0.448,0,0,2.05E-02,0.747,43.3,233,234,233,55,0,0,0,0.456,0,0,0,0,0,0.747,0,0,14.1,0,0,4.11
10.6,0,0,0.263,12.8,13.1,0.1,0.604,0,0,2.69E-02,0.263,43.3,234,234,234,55,0,0,0,0.613,0,0,0,0,0,0.263,0,0,12.8,0,0,3.5
0.534,0,0,9.66E-07,9.4,9.4,7.07E-02,0.961,0,0,4.18E-02,0,43.3,234,233,234,54.8,0,0,0,0.975,0,0,0,0,0,0,0,0,9.4,0,0,2.42
3.43,0,0,1.71E-03,7.51,7.51,7.11E-02,1.15,0,0,5.02E-02,1.71E-03,43.3,233,232,233,54.7,0,0,0,1.17,0,0,0,0,0,1.71E-03,0,0,7.51,0,0,1.9
0,0,0,9.66E-07,5.53,5.53,6.11E-02,0.873,0,1.53E-02,0.334,0,43.3,232,231,232,54.2,0,0,0,1.53,0,0,0,0,0,0,0,0,5.53,0,0,1.33
0,0,0,9.66E-07,4.09,4.09,5.69E-02,0.494,0,1.55E-02,0.314,0,43.3,231,230,231,53.8,0,0,0,1.17,0,0,0,0,0,0,0,0,4.09,0,0,0.948
0,0,0,9.66E-07,3.04,3.04,5.34E-02,0.706,0,2.20E-02,0.445,0,43.3,230,229,229,53.3,0,0,0,1.66,0,0,0,0,0,0,0,0,3.04,0,0,0.674
0,0,0,9.66E-07,2.28,2.28,5.04E-02,0.679,0,2.11E-02,0.428,0,43.3,229,228,228,52.8,0,0,0,1.59,0,0,0,0,0,0,0,0,2.28,0,0,0.48
0,0,0,9.66E-07,1.73,1.73,4.79E-02,0.655,0,2.06E-02,0.421,0,43.3,228,227,228,52.3,0,0,0,1.54,0,0,0,0,0,0,0,0,1.73,0,0,0.342
3.73E-02,0,0,9.66E-07,1.32,1.32,4.57E-02,0.7,0,2.12E-02,0.438,0,43.3,227,226,227,51.8,0,0,0,1.61,0,0,0,0,0,0,0,0,1.32,0,0,0.245
0,0,0,9.66E-07,1.03,1.03,4.37E-02,0.591,0,1.85E-02,0.378,0,43.3,226,225,226,51.4,0,0,0,1.38,0,0,0,0,0,0,0,0,1.03,0,0,0.174
3.73E-02,0,0,9.66E-07,0.805,0.805,4.20E-02,0.564,0,1.67E-02,0.345,0,43.3,225,225,225,51,0,0,0,1.29,0,0,0,0,0,0,0,0,0.805,0,0,0.125
9.37E-02,0,0,9.66E-07,0.642,0.642,4.04E-02,0.383,0,9.13E-03,0.192,0,43.3,225,224,225,50.8,0,0,0,0.776,0,0,0,0,0,0,0,0,0.642,0,0,9.03E-02
0,0,0,9.66E-07,0.52,0.52,3.90E-02,0.54,0,1.69E-02,0.348,0,43.3,224,224,224,50.4,0,0,0,1.26,0,0,0,0,0,0,0,0,0.52,0,0,6.48E-02
3.73E-02,0,0,9.66E-07,0.428,0.428,3.76E-02,0.688,0,2.04E-02,0.42,0,43.3,224,223,223,49.9,0,0,0,1.56,0,0,0,0,0,0,0,0,0.428,0,0,4.67E-02
9.37E-02,0,0,9.66E-07,0.358,0.358,3.64E-02,0.918,0,2.62E-02,0.547,0,43.3,223,222,223,49.4,0,0,0,2.04,0,0,0,0,0,0,0,0,0.358,0,0,3.38E-02
0,0,0,9.66E-07,0.304,0.304,3.53E-02,0.734,0,2.28E-02,0.471,0,43.3,222,221,222,48.9,0,0,0,1.71,0,0,0,0,0,0,0,0,0.304,0,0,2.43E-02
0,0,0,9.66E-07,0.263,0.263,3.43E-02,0.295,0,9.65E-03,0.202,0,43.3,221,221,221,48.6,0,0,0,0.707,0,0,0,0,0,0,0,0,0.263,0,0,1.72E-02
0,0,0,9.66E-07,0.23,0.23,3.33E-02,0.56,0,1.75E-02,0.363,0,43.3,221,221,221,48.2,0,0,0,1.31,0,0,0,0,0,0,0,0,0.23,0,0,1.23E-02
0,0,0,9.66E-07,0.204,0.204,3.24E-02,0.884,0,2.74E-02,0.574,0,43.3,221,220,220,47.7,0,0,0,2.06,0,0,0,0,0,0,0,0,0.204,0,0,9.85E-03
0,0,0,9.66E-07,0.182,0.182,3.15E-02,0.829,0,2.62E-02,0.554,0,43.3,220,219,219,47.1,0,0,0,1.96,0,0,0,0,0,0,0,0,0.182,0,0,8.73E-03
0,0,0,9.66E-07,0.165,0.165,3.07E-02,0.753,0,2.24E-02,0.476,0,43.3,219,218,219,46.6,0,0,0,1.73,0,0,0,0,0,0,0,0,0.165,0,0,7.92E-03
0,0,0,9.66E-07,0.151,0.151,2.99E-02,0.633,0,1.91E-02,0.403,0,43.3,218,218,218,46.3,0,0,0,1.47,0,0,0,0,0,0,0,0,0.151,0,0,7.28E-03
16.6,0,0,2.41E-04,1.68,1.68,4.51E-02,1.41,0,3.10E-05,6.05E-02,2.40E-04,43.3,218,226,222,53.2,0,0,0,1.44,0,0,0,0,0,2.40E-04,0,0,1.68,0,0,0.628
3.9,0,0,9.66E-07,1.81,1.81,3.75E-02,1.03,0,0,4.58E-02,0,43.3,226,226,226,53.3,0,0,0,1.05,0,0,0,0,0,0,0,0,1.81,0,0,0.548
0.719,0,0,9.66E-07,1.34,1.34,3.17E-02,1.35,0,4.17E-03,0.146,0,43.3,226,226,226,53.2,0,0,0,1.53,0,0,0,0,0,0,0,0,1.34,0,0,0.377
0,0,0,9.66E-07,0.99,0.99,3.06E-02,0.485,0,1.37E-02,0.296,0,43.3,226,225,225,52.8,0,0,0,1.06,0,0,0,0,0,0,0,0,0.99,0,0,0.263
0,0,0,9.66E-07,0.74,0.74,2.96E-02,0.333,0,1.01E-02,0.215,0,43.3,225,225,225,52.6,0,0,0,0.759,0,0,0,0,0,0,0,0,0.74,0,0,0.185
9.37E-02,0,0,9.66E-07,0.56,0.56,2.88E-02,0.801,0,2.11E-02,0.452,0,43.3,225,224,224,52.1,0,0,0,1.69,0,0,0,0,0,0,0,0,0.56,0,0,0.131
0,0,0,9.66E-07,0.429,0.429,2.80E-02,0.844,0,2.51E-02,0.533,0,43.3,224,223,224,51.5,0,0,0,1.9,0,0,0,0,0,0,0,0,0.429,0,0,9.19E-02
0,0,0,9.66E-07,0.334,0.334,2.73E-02,0.967,0,2.89E-02,0.616,0,43.3,223,223,223,50.9,0,0,0,2.18,0,0,0,0,0,0,0,0,0.334,0,0,6.45E-02
3.73E-02,0,0,9.66E-07,0.265,0.265,2.66E-02,1.04,0,3.04E-02,0.652,0,43.3,223,222,222,50.3,0,0,0,2.32,0,0,0,0,0,0,0,0,0.265,0,0,4.57E-02
0,0,0,9.66E-07,0.214,0.214,2.60E-02,0.971,0,2.96E-02,0.634,0,43.3,222,221,221,49.6,0,0,0,2.22,0,0,0,0,0,0,0,0,0.214,0,0,3.14E-02
0,0,0,9.66E-07,0.176,0.176,2.54E-02,0.887,0,2.69E-02,0.575,0,43.3,221,220,221,49.1,0,0,0,2.02,0,0,0,0,0,0,0,0,0.176,0,0,2.18E-02
0,0,0,9.66E-07,0.148,0.148,2.48E-02,0.754,0,2.31E-02,0.496,0,43.3,220,220,220,48.6,0,0,0,1.72,0,0,0,0,0,0,0,0,0.148,0,0,1.44E-02
0,0,0,9.66E-07,0.127,0.127,2.43E-02,0.714,0,2.25E-02,0.488,0,43.3,220,219,219,48.1,0,0,0,1.66,0,0,0,0,0,0,0,0,0.127,0,0,9.25E-03
5.57,0,0,9.66E-07,0.193,0.193,2.45E-02,2.14,0,1.78E-02,0.454,0,43.3,219,222,221,51,0,0,0,2.89,0,0,0,0,0,0,0,0,0.193,0,0,6.63E-02
0,0,0,9.66E-07,0.157,0.157,2.33E-02,1.11,0,4.16E-02,0.716,0,43.3,222,221,222,50.3,0,0,0,2.48,0,0,0,0,0,0,0,0,0.157,0,0,2.32E-02
0,0,0,9.66E-07,0.13,0.13,2.28E-02,1.46,0,9.69E-02,0.978,0,43.3,221,220,221,49.3,0,0,0,3.29,0,0,0,0,0,0,0,0,0.13,0,0,1.61E-02
0,0,0,9.66E-07,0.111,0.111,2.23E-02,1.69,0,0.4,1.29,0,43.3,220,218,219,47.8,0,0,0,3.84,0,0,0,0,0,0,0,0,0.111,0,0,1.09E-02
0,0,0,9.66E-07,9.60E-02,9.60E-02,2.17E-02,2.06,0,0.499,1.56,0,43.3,218,216,217,46.1,0,0,0,4.66,0,0,0,0,0,0,0,0,9.60E-02,0,0,7.63E-03
0,0,0,9.66E-07,8.46E-02,8.46E-02,2.10E-02,1.91,0,0.467,1.44,0,43.3,216,214,215,44.5,0,0,0,4.31,0,0,0,0,0,0,0,0,8.46E-02,0,0,5.58E-03
0,0,0,9.66E-07,7.55E-02,7.55E-02,2.03E-02,1.38,0,0.347,1.03,0,43.3,214,213,213,43.6,0,0,0,3.15,0,0,0,0,0,0,0,0,7.55E-02,0,0,4.39E-03
1.33,0,0,9.66E-07,6.83E-02,6.83E-02,1.97E-02,1.58,0,0.108,0.328,0,43.3,213,212,213,43.4,0,0,0,2.06,0,0,0,0,0,0,0,0,6.83E-02,0,0,6.33E-03
3.95,0,0,9.66E-07,6.26E-02,6.26E-02,1.93E-02,1.38,0,0,6.18E-02,0,43.3,212,215,213,45.6,0,0,0,1.4,0,0,0,0,0,0,0,0,6.26E-02,0,0,1.72E-02
3.73E-02,0,0,9.66E-07,5.81E-02,5.81E-02,1.90E-02,1.05,0,6.17E-02,0.577,0,43.3,215,214,214,45,0,0,0,2.07,0,0,0,0,0,0,0,0,5.81E-02,0,0,3.26E-03
0,0,0,9.66E-07,5.44E-02,5.44E-02,1.85E-02,1.21,0,0.271,0.933,0,43.3,214,213,213,44.1,0,0,0,2.78,0,0,0,0,0,0,0,0,5.44E-02,0,0,3.08E-03
9.85,0,0,9.66E-07,0.728,0.728,2.44E-02,1.12,0,0,5.04E-02,0,43.3,213,218,215,48.8,0,0,0,1.14,0,0,0,0,0,0,0,0,0.728,0,0,0.353
3.75,0,0,9.66E-07,1.02,1.02,2.32E-02,0.714,0,0,3.28E-02,0,43.3,218,218,218,49.3,0,0,0,0.725,0,0,0,0,0,0,0,0,1.02,0,0,0.459
11.2,0,0,9.66E-07,2.65,2.65,3.86E-02,1.41,0,2.48E-06,6.26E-02,0,43.3,218,221,220,50.6,0,0,0,1.43,0,0,0,0,0,0,0,0,2.65,0,0,1.03
42,0,0,0.199,11.1,11.3,0.118,1.99,0,1.26E-02,0.352,0.2,43.3,221,227,224,52.7,0,0,0,2.51,0,0,0,0,0,0.2,0,0,11.1,0,0,3.69
5.08,0,0,7.34E-03,8.9,8.91,4.98E-02,0.804,0,0,3.63E-02,7.06E-03,43.3,227,226,227,52.7,0,0,0,0.816,0,0,0,0,0,7.06E-03,0,0,8.9,0,0,2.69
18.8,0,0,0.103,10.7,10.8,8.56E-02,1.62,0,2.69E-03,0.133,0.103,43.3,226,229,228,53.5,0,0,0,1.74,0,0,0,0,0,0.103,0,0,10.7,0,0,3.22
1.75,0,0,3.98E-05,7.95,7.95,4.80E-02,1.63,0,1.40E-02,0.363,2.80E-05,43.3,229,228,229,53.3,0,0,0,2.22,0,0,0,0,0,2.80E-05,0,0,7.95,0,0,2.25
8.5,0,0,3.17E-02,7.42,7.45,6.04E-02,1.39,0,0,6.35E-02,3.17E-02,43.3,228,229,228,53.5,0,0,0,1.41,0,0,0,0,0,3.17E-02,0,0,7.42,0,0,2.1
13.6,0,0,8.76E-02,8.48,8.56,7.79E-02,0.334,0,0,1.60E-02,8.76E-02,43.3,229,230,229,53.7,0,0,0,0.34,0,0,0,0,0,8.76E-02,0,0,8.48,0,0,2.36
37.7,0,0,0.762,15.7,16.4,0.152,1.22,0,0,5.43E-02,0.762,43.3,230,233,231,54.4,0,0,0,1.24,0,0,0,0,0,0.762,0,0,15.7,0,0,5.06
11.6,0,0,0.138,14,14.1,9.42E-02,1.91,0,1.04E-02,0.306,0.138,43.3,233,233,233,54.4,0,0,0,2.34,0,0,0,0,0,0.138,0,0,14,0,0,4.07
0.719,0,0,9.26E-05,10.2,10.2,6.53E-02,1.51,0,2.23E-02,0.528,0,43.3,233,231,232,53.8,0,0,0,2.43,0,0,0,0,0,0,0,0,10.2,0,0,2.8
2.34,0,0,4.01E-05,7.61,7.61,6.07E-02,1.68,0,7.17E-03,0.231,1.96E-05,43.3,231,231,231,53.9,0,0,0,1.98,0,0,0,0,0,1.96E-05,0,0,7.61,0,0,2.03
5.32,0,0,2.99E-03,6.47,6.47,6.35E-02,1.11,0,0,4.97E-02,2.98E-03,43.3,231,230,231,54.1,0,0,0,1.13,0,0,0,0,0,2.98E-03,0,0,6.47,0,0,1.78
5.65E-02,0,0,2.20E-06,4.75,4.75,5.21E-02,1.87,0,3.93E-02,0.911,0,43.3,230,229,230,53.1,0,0,0,3.47,0,0,0,0,0,0,0,0,4.75,0,0,1.24
2.96,0,0,2.33E-05,3.6,3.6,4.98E-02,1.82,0,7.97E-03,0.257,2.20E-05,43.3,229,229,229,53.8,0,0,0,2.16,0,0,0,0,0,2.20E-05,0,0,3.6,0,0,0.901
0.224,0,0,1.06E-06,2.67,2.67,4.61E-02,1.52,0,3.62E-02,0.822,0,43.3,229,228,228,52.9,0,0,0,3,0,0,0,0,0,0,0,0,2.67,0,0,0.632
2.18,0,0,9.92E-07,2.15,2.15,4.50E-02,1.2,0,5.66E-04,6.51E-02,0,43.3,228,228,228,53.2,0,0,0,1.24,0,0,0,0,0,0,0,0,2.15,0,0,0.542
2.26,0,0,9.73E-07,1.81,1.81,4.34E-02,2.07,0,1.99E-02,0.51,0,43.3,228,227,227,53.1,0,0,0,2.89,0,0,0,0,0,0,0,0,1.81,0,0,0.483
1.37,0,0,9.68E-07,1.39,1.39,4.01E-02,1.69,0,1.26E-02,0.341,0,43.3,227,227,227,52.9,0,0,0,2.22,0,0,0,0,0,0,0,0,1.39,0,0,0.351
0.118,0,0,9.66E-07,1.06,1.06,3.82E-02,1.39,0,3.63E-02,0.826,0,43.3,227,225,226,52,0,0,0,2.87,0,0,0,0,0,0,0,0,1.06,0,0,0.244
34.4,0,0,0.213,8.07,8.29,0.117,2.2,0,1.88E-02,0.502,0.213,43.3,225,231,228,54.1,0,0,0,2.97,0,0,0,0,0,0.213,0,0,8.07,0,0,2.39
10.2,0,0,0.104,8.09,8.19,7.68E-02,0.56,0,0,2.60E-02,0.104,43.3,231,231,231,54.2,0,0,0,0.569,0,0,0,0,0,0.104,0,0,8.09,0,0,2.15
16.9,0,0,0.262,10.1,10.3,0.1,0.651,0,0,2.98E-02,0.262,43.3,231,232,231,54.4,0,0,0,0.661,0,0,0,0,0,0.262,0,0,10.1,0,0,2.82
1.98,0,0,5.23E-04,7.63,7.63,6.26E-02,1.99,0,1.23E-02,0.355,5.22E-04,43.3,232,231,232,54.3,0,0,0,2.5,0,0,0,0,0,5.22E-04,0,0,7.63,0,0,1.95
28.9,0,0,0.556,12.4,13,0.132,1.55,0,1.70E-03,0.11,0.556,43.3,231,234,232,54.7,0,0,0,1.64,0,0,0,0,0,0.556,0,0,12.4,0,0,3.43
6.7,0,0,5.26E-02,10.4,10.5,8.23E-02,0.509,0,0,2.42E-02,5.26E-02,43.3,234,233,233,54.7,0,0,0,0.519,0,0,0,0,0,5.26E-02,0,0,10.4,0,0,2.63
